_id,Codice_ateco,Descrizione_ateco
1815,46.76.20,"46.76.20 - Commercio all'ingrosso di gomma greggia, materie plastiche in forme primarie e semilavorati"
1816,46.76.3,46.76.3 - Commercio all'ingrosso di imballaggi
1817,46.76.30,46.76.30 - Commercio all'ingrosso di imballaggi
1818,46.76.9,46.76.9 - Commercio all'ingrosso di altri prodotti intermedi nca
1819,46.76.90,46.76.90 - Commercio all'ingrosso di altri prodotti intermedi nca
1820,46.77,46.77 - Commercio all'ingrosso di rottami e cascami
1821,46.77.1,46.77.1 - Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici
1822,46.77.10,46.77.10 - Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici
1823,46.77.2,"46.77.2 - Commercio all'ingrosso di altri materiali di recupero non metallici (vetro, carta, cartoni eccetera); sottoprodotti non metallici della lavorazione industriale (cascami)"
1824,46.77.20,"46.77.20 - Commercio all'ingrosso di altri materiali di recupero non metallici (vetro, carta, cartoni eccetera); sottoprodotti non metallici della lavorazione industriale (cascami)"
1825,46.9,46.9 - COMMERCIO ALL'INGROSSO NON SPECIALIZZATO
1826,46.90,46.90 - Commercio all'ingrosso non specializzato
1827,46.90.0,46.90.0 - Commercio all'ingrosso non specializzato
1828,46.90.00,46.90.00 - Commercio all'ingrosso non specializzato
1829,47,47 - COMMERCIO AL DETTAGLIO (ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI)
1830,47.1,47.1 - COMMERCIO AL DETTAGLIO IN ESERCIZI NON SPECIALIZZATI
1831,47.11,47.11 - Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande
1832,47.11.1,47.11.1 - Ipermercati
1833,47.11.10,47.11.10 - Ipermercati
1834,47.11.2,47.11.2 - Supermercati
1835,47.11.20,47.11.20 - Supermercati
1836,47.11.3,47.11.3 - Discount di alimentari
1837,47.11.30,47.11.30 - Discount di alimentari
1838,47.11.4,47.11.4 - Minimercati ed altri esercizi non specializzati di alimentari vari
1839,47.11.40,47.11.40 - Minimercati ed altri esercizi non specializzati di alimentari vari
1840,47.11.5,47.11.5 - Commercio al dettaglio di prodotti surgelati
1841,47.11.50,47.11.50 - Commercio al dettaglio di prodotti surgelati
1842,47.19,47.19 - Commercio al dettaglio in altri esercizi non specializzati
1843,47.19.1,47.19.1 - Grandi magazzini
1844,47.19.10,47.19.10 - Grandi magazzini
1845,47.19.2,"47.19.2 - Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le telecomunicazioni, elettronica di consumo audio e video, elettrodomestici"
1846,47.19.20,"47.19.20 - Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le telecomunicazioni, elettronica di consumo audio e video, elettrodomestici"
1847,47.19.9,47.19.9 - Empori ed altri negozi non specializzati di vari prodotti non alimentari
1848,47.19.90,47.19.90 - Empori ed altri negozi non specializzati di vari prodotti non alimentari
1849,47.2,"47.2 - COMMERCIO AL DETTAGLIO DI PRODOTTI ALIMENTARI, BEVANDE E TABACCO IN ESERCIZI SPECIALIZZATI"
1850,47.21,47.21 - Commercio al dettaglio di frutta e verdura in esercizi specializzati
1851,47.21.0,47.21.0 - Commercio al dettaglio di frutta e verdura
1852,47.21.01,47.21.01 - Commercio al dettaglio di frutta e verdura fresca
1853,47.21.02,47.21.02 - Commercio al dettaglio di frutta e verdura preparata e conservata
1854,47.22,47.22 - Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati
1855,47.22.0,47.22.0 - Commercio al dettaglio di carni e di prodotti a base di carne
1856,47.22.00,47.22.00 - Commercio al dettaglio di carni e di prodotti a base di carne
1857,47.23,"47.23 - Commercio al dettaglio di pesci, crostacei e molluschi in esercizi specializzati"
1858,47.23.0,"47.23.0 - Commercio al dettaglio di pesci, crostacei e molluschi"
1859,47.23.00,"47.23.00 - Commercio al dettaglio di pesci, crostacei e molluschi"
1860,47.24,"47.24 - Commercio al dettaglio di pane, torte, dolciumi e confetteria in esercizi specializzati"
1861,47.24.1,47.24.1 - Commercio al dettaglio di pane
1862,47.24.10,47.24.10 - Commercio al dettaglio di pane
1863,47.24.2,"47.24.2 - Commercio al dettaglio di torte, dolciumi, confetteria"
1864,47.24.20,"47.24.20 - Commercio al dettaglio di torte, dolciumi, confetteria"
1865,47.25,47.25 - Commercio al dettaglio di bevande in esercizi specializzati
1866,47.25.0,47.25.0 - Commercio al dettaglio di bevande
1867,47.25.00,47.25.00 - Commercio al dettaglio di bevande
1868,47.26,47.26 - Commercio al dettaglio di prodotti del tabacco in esercizi specializzati
1869,47.26.0,47.26.0 - Commercio al dettaglio di generi di monopolio (tabaccherie)
1870,47.26.00,47.26.00 - Commercio al dettaglio di generi di monopolio (tabaccherie)
1871,47.29,47.29 - Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati
1872,47.29.1,47.29.1 - Commercio al dettaglio di latte e di prodotti lattiero-caseari
1873,47.29.10,47.29.10 - Commercio al dettaglio di latte e di prodotti lattiero-caseari
1874,47.29.2,47.29.2 - Commercio al dettaglio di caffè torrefatto
1875,47.29.20,47.29.20 - Commercio al dettaglio di caffè torrefatto
1876,47.29.3,47.29.3 - Commercio al dettaglio di prodotti macrobiotici e dietetici
1877,47.29.30,47.29.30 - Commercio al dettaglio di prodotti macrobiotici e dietetici
1878,47.29.9,47.29.9 - Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca
1879,47.29.90,47.29.90 - Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca
1880,47.3,47.3 - COMMERCIO AL DETTAGLIO DI CARBURANTE PER AUTOTRAZIONE IN ESERCIZI SPECIALIZZATI
1881,47.30,47.30 - Commercio al dettaglio di carburante per autotrazione in esercizi specializzati
1882,47.30.0,47.30.0 - Commercio al dettaglio di carburante per autotrazione
1883,47.30.00,47.30.00 - Commercio al dettaglio di carburante per autotrazione
1884,47.4,47.4 - COMMERCIO AL DETTAGLIO DI APPARECCHIATURE INFORMATICHE E PER LE TELECOMUNICAZIONI (ICT) IN ESERCIZI SPECIALIZZATI
1885,47.41,"47.41 - Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati"
1886,47.41.0,"47.41.0 - Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati"
1887,47.41.00,"47.41.00 - Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati"
1888,47.42,47.42 - Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
1889,47.42.0,47.42.0 - Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
1890,47.42.00,47.42.00 - Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
1891,47.43,47.43 - Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati
1892,47.43.0,47.43.0 - Commercio al dettaglio di apparecchi audio e video in esercizi specializzati
1893,47.43.00,47.43.00 - Commercio al dettaglio di apparecchi audio e video in esercizi specializzati
1894,47.5,47.5 - COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI PER USO DOMESTICO IN ESERCIZI SPECIALIZZATI
1895,47.51,47.51 - Commercio al dettaglio di prodotti tessili in esercizi specializzati
1896,47.51.1,"47.51.1 - Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa"
1897,47.51.10,"47.51.10 - Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa"
1898,47.51.2,47.51.2 - Commercio al dettaglio di filati per maglieria e merceria
1899,47.51.20,47.51.20 - Commercio al dettaglio di filati per maglieria e merceria
1900,47.52,"47.52 - Commercio al dettaglio di ferramenta, vernici, vetro piano e materiali da costruzione in esercizi specializzati"
1901,47.52.1,"47.52.1 - Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico"
1902,47.52.10,"47.52.10 - Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico"
1903,47.52.2,47.52.2 - Commercio al dettaglio di articoli igienico-sanitari
1904,47.52.20,47.52.20 - Commercio al dettaglio di articoli igienico-sanitari
1905,47.52.3,"47.52.3 - Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle"
1906,47.52.30,"47.52.30 - Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle"
1907,47.52.4,"47.52.4 - Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio"
1908,47.52.40,"47.52.40 - Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio"
1909,47.53,"47.53 - Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti (moquette, linoleum) in esercizi specializzati"
1910,47.53.1,"47.53.1 - Commercio al dettaglio di tappeti, tende e tendine"
1911,47.53.11,47.53.11 - Commercio al dettaglio di tende e tendine
1912,47.53.12,47.53.12 - Commercio al dettaglio di tappeti
1913,47.53.2,47.53.2 - Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum)
1914,47.53.20,47.53.20 - Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum)
1915,47.54,47.54 - Commercio al dettaglio di elettrodomestici in esercizi specializzati
1916,47.54.0,47.54.0 - Commercio al dettaglio di elettrodomestici in esercizi specializzati
1917,47.54.00,47.54.00 - Commercio al dettaglio di elettrodomestici in esercizi specializzati
1918,47.59,"47.59 - Commercio al dettaglio di mobili, di articoli per l'illuminazione e altri articoli per la casa in esercizi specializzati"
1919,47.59.1,47.59.1 - Commercio al dettaglio di mobili per la casa
1920,47.59.10,47.59.10 - Commercio al dettaglio di mobili per la casa
1921,47.59.2,"47.59.2 - Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame"
1922,47.59.20,"47.59.20 - Commercio al dettaglio di utensili per la casa, di cristallerie e vasellame"
1923,47.59.3,47.59.3 - Commercio al dettaglio di articoli per l'illuminazione
1924,47.59.30,47.59.30 - Commercio al dettaglio di articoli per l'illuminazione
1925,47.59.4,47.59.4 - Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico
1926,47.59.40,47.59.40 - Commercio al dettaglio di macchine per cucire e per maglieria per uso domestico
1927,47.59.5,47.59.5 - Commercio al dettaglio di sistemi di sicurezza
1928,47.59.50,47.59.50 - Commercio al dettaglio di sistemi di sicurezza
1929,47.59.6,47.59.6 - Commercio al dettaglio di strumenti musicali e spartiti
1930,47.59.60,47.59.60 - Commercio al dettaglio di strumenti musicali e spartiti
1931,47.59.9,47.59.9 - Commercio al dettaglio di altri articoli diversi per uso domestico nca
1932,47.59.91,"47.59.91 - Commercio al dettaglio di articoli in legno, sughero, vimini e articoli in plastica per uso domestico"
1933,47.59.99,47.59.99 - Commercio al dettaglio di altri articoli per uso domestico nca
1934,47.6,47.6 - COMMERCIO AL DETTAGLIO DI ARTICOLI CULTURALI E RICREATIVI IN ESERCIZI SPECIALIZZATI
1935,47.61,47.61 - Commercio al dettaglio di libri in esercizi specializzati
1936,47.61.0,47.61.0 - Commercio al dettaglio di libri nuovi in esercizi specializzati
1937,47.61.00,47.61.00 - Commercio al dettaglio di libri nuovi in esercizi specializzati
1938,47.62,47.62 - Commercio al dettaglio di giornali e articoli di cartoleria in esercizi specializzati
1939,47.62.1,"47.62.1 - Commercio al dettaglio di giornali, riviste e periodici"
1940,47.62.10,"47.62.10 - Commercio al dettaglio di giornali, riviste e periodici"
1941,47.62.2,47.62.2 - Commercio al dettaglio di articoli di cartoleria e forniture per ufficio
1942,47.62.20,47.62.20 - Commercio al dettaglio di articoli di cartoleria e forniture per ufficio
1943,47.63,47.63 - Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
1944,47.63.0,47.63.0 - Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
1945,47.63.00,47.63.00 - Commercio al dettaglio di registrazioni musicali e video in esercizi specializzati
1946,47.64,47.64 - Commercio al dettaglio di articoli sportivi in esercizi specializzati
1947,47.64.1,"47.64.1 - Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero"
1948,47.64.10,"47.64.10 - Commercio al dettaglio di articoli sportivi, biciclette e articoli per il tempo libero"
1949,47.64.2,47.64.2 - Commercio al dettaglio di natanti e accessori
1950,47.64.20,47.64.20 - Commercio al dettaglio di natanti e accessori
1951,47.65,47.65 - Commercio al dettaglio di giochi e giocattoli in esercizi specializzati
1952,47.65.0,47.65.0 - Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici)
1953,47.65.00,47.65.00 - Commercio al dettaglio di giochi e giocattoli (inclusi quelli elettronici)
1954,47.7,47.7 - COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI IN ESERCIZI SPECIALIZZATI
1955,47.71,47.71 - Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati
1956,47.71.1,47.71.1 - Commercio al dettaglio di confezioni per adulti
1957,47.71.10,47.71.10 - Commercio al dettaglio di confezioni per adulti
1958,47.71.2,47.71.2 - Commercio al dettaglio di confezioni per bambini e neonati
1959,47.71.20,47.71.20 - Commercio al dettaglio di confezioni per bambini e neonati
1960,47.71.3,"47.71.3 - Commercio al dettaglio di biancheria personale, maglieria, camicie"
1961,47.71.30,"47.71.30 - Commercio al dettaglio di biancheria personale, maglieria, camicie"
1962,47.71.4,47.71.4 - Commercio al dettaglio di pellicce e di abbigliamento in pelle
1963,47.71.40,47.71.40 - Commercio al dettaglio di pellicce e di abbigliamento in pelle
1964,47.71.5,"47.71.5 - Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte"
1965,47.71.50,"47.71.50 - Commercio al dettaglio di cappelli, ombrelli, guanti e cravatte"
1966,47.72,47.72 - Commercio al dettaglio di calzature e articoli in pelle in esercizi specializzati
1967,47.72.1,47.72.1 - Commercio al dettaglio di calzature e accessori
1968,47.72.10,47.72.10 - Commercio al dettaglio di calzature e accessori
1969,47.72.2,47.72.2 - Commercio al dettaglio di articoli di pelletteria e da viaggio
1970,47.72.20,47.72.20 - Commercio al dettaglio di articoli di pelletteria e da viaggio
1971,47.73,47.73 - Commercio al dettaglio di medicinali in esercizi specializzati
1972,47.73.1,47.73.1 - Farmacie
1973,47.73.10,47.73.10 - Farmacie
1974,47.73.2,47.73.2 - Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica
1975,47.73.20,47.73.20 - Commercio al dettaglio in altri esercizi specializzati di medicinali non soggetti a prescrizione medica
1976,47.74,47.74 - Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
1977,47.74.0,47.74.0 - Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
1978,47.74.00,47.74.00 - Commercio al dettaglio di articoli medicali e ortopedici in esercizi specializzati
1979,47.75,"47.75 - Commercio al dettaglio di cosmetici, di articoli di profumeria e di erboristeria in esercizi specializzati"
1980,47.75.1,"47.75.1 - Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale"
1981,47.75.10,"47.75.10 - Commercio al dettaglio di articoli di profumeria, prodotti per toletta e per l'igiene personale"
1982,47.75.2,47.75.2 - Erboristerie
1983,47.75.20,47.75.20 - Erboristerie
1984,47.76,"47.76 - Commercio al dettaglio di fiori, piante, semi, fertilizzanti, animali domestici e alimenti per animali domestici in esercizi specializzati"
1985,47.76.1,47.76.1 - Commercio al dettaglio di fiori e piante
1986,47.76.10,47.76.10 - Commercio al dettaglio di fiori e piante
1987,47.76.2,47.76.2 - Commercio al dettaglio di piccoli animali domestici
1988,47.76.20,47.76.20 - Commercio al dettaglio di piccoli animali domestici
1989,47.77,47.77 - Commercio al dettaglio di orologi e articoli di gioielleria in esercizi specializzati
1990,47.77.0,"47.77.0 - Commercio al dettaglio di orologi, articoli di gioielleria e argenteria"
1991,47.77.00,"47.77.00 - Commercio al dettaglio di orologi, articoli di gioielleria e argenteria"
1992,47.78,47.78 - Commercio al dettaglio di altri prodotti (esclusi quelli di seconda mano) in esercizi specializzati
1993,47.78.1,47.78.1 - Commercio al dettaglio di mobili per ufficio
1994,47.78.10,47.78.10 - Commercio al dettaglio di mobili per ufficio
1995,47.78.2,47.78.2 - Commercio al dettaglio di materiale per ottica e fotografia
1996,47.78.20,47.78.20 - Commercio al dettaglio di materiale per ottica e fotografia
1997,47.78.3,"47.78.3 - Commercio al dettaglio di oggetti d'arte di culto e di decorazione, chincaglieria e bigiotteria"
